timestamp,strategy,regime,fair_price,best_bid,best_ask,recent_volatility,inventory,cash,pnl,bid_depth,ask_depth
1,InventorySkew,SellPressure,99.984057,99.950000,100.050000,0.000957,0,0.000000,0.000000,995,1000
2,InventorySkew,SellPressure,99.998466,99.950000,100.050000,0.001764,0,0.000000,0.000000,995,998
3,InventorySkew,SellPressure,99.981736,99.950000,100.050000,0.002662,0,0.000000,0.000000,975,998
4,InventorySkew,SellPressure,99.982322,99.950000,100.050000,0.002537,0,0.000000,0.000000,975,1009
5,InventorySkew,SellPressure,99.980581,99.951333,100.050000,0.002489,0,0.000000,0.000000,984,1009
6,InventorySkew,SellPressure,99.976343,99.951333,100.040436,0.002594,0,0.000000,0.000000,984,1019
7,InventorySkew,SellPressure,99.967322,99.950000,100.040436,0.002980,0,0.000000,0.000000,973,1019
8,InventorySkew,SellPressure,99.964055,99.950000,100.040436,0.002997,0,0.000000,0.000000,973,1031
9,InventorySkew,SellPressure,99.959968,99.950000,100.009057,0.003063,0,0.000000,0.000000,973,1041
10,InventorySkew,SellPressure,99.949555,99.950000,99.999555,0.003504,0,0.000000,0.000000,979,1051
11,InventorySkew,SellPressure,99.936849,99.950000,99.999555,0.004056,0,0.000000,0.000000,969,1051
12,InventorySkew,SellPressure,99.937328,99.950000,99.999555,0.003841,0,0.000000,0.000000,969,1069
13,InventorySkew,SellPressure,99.935398,99.950000,99.999555,0.003726,0,0.000000,0.000000,981,1069
14,InventorySkew,SellPressure,99.938243,99.950000,99.999555,0.003673,0,0.000000,0.000000,981,1076
15,InventorySkew,SellPressure,99.946203,99.950000,99.999555,0.003931,-4,399.998220,0.213409,981,1072
16,InventorySkew,SellPressure,99.961319,99.950000,99.999555,0.004602,-8,799.996440,0.305884,981,1068
17,InventorySkew,SellPressure,99.977939,99.950000,100.040436,0.005323,-10,999.995551,0.216158,981,1049
18,InventorySkew,SellPressure,99.969777,99.950000,100.040436,0.005493,-10,999.995551,0.297780,978,1049
